id_municipio,nome_municipio,sigla_uf,nome_regiao,cluster,cluster_k3,taxa_alf,risco_previsto,n_alunos,presenca
3112901,Caputira,MG,Sudeste,0,0,0.6495,0.4305,194,0.9381
3113008,Caraí,MG,Sudeste,0,0,0.5478,0.4215,345,0.9333
3113107,Caranaíba,MG,Sudeste,0,1,0.6538,0.3005,26,0.8462
3113206,Carandaí,MG,Sudeste,1,1,0.6882,0.3819,465,0.8817
3113305,Carangola,MG,Sudeste,1,1,0.4838,0.3577,585,0.8821
3113404,Caratinga,MG,Sudeste,1,1,0.534,0.4778,1998,0.8949
3113503,Carbonita,MG,Sudeste,0,1,0.5795,0.3673,195,0.8513
3113602,Careaçu,MG,Sudeste,1,2,0.8323,0.3283,155,0.9613
3113701,Carlos Chagas,MG,Sudeste,1,1,0.5246,0.3828,366,0.9317
3113800,Carmésia,MG,Sudeste,1,1,0.4717,0.3226,53,0.9434
3113909,Carmo da Cachoeira,MG,Sudeste,1,1,0.7224,0.3853,281,0.9359
3114006,Carmo da Mata,MG,Sudeste,1,2,0.7325,0.3593,157,0.9873
3114105,Carmo de Minas,MG,Sudeste,1,1,0.6622,0.3815,299,0.9632
3114204,Carmo do Cajuru,MG,Sudeste,1,2,0.6492,0.3443,459,0.9303
3114303,Carmo do Paranaíba,MG,Sudeste,1,2,0.7457,0.3821,633,0.951
3114402,Carmo do Rio Claro,MG,Sudeste,1,1,0.5932,0.3334,354,0.8983
3114501,Carmópolis de Minas,MG,Sudeste,1,2,0.7518,0.3459,407,0.9533
3114550,Carneirinho,MG,Sudeste,1,2,0.5354,0.2914,226,0.9115
3114600,Carrancas,MG,Sudeste,1,2,0.7528,0.2841,89,0.9213
3114709,Carvalhópolis,MG,Sudeste,1,2,0.8485,0.2739,66,0.9697
3114808,Carvalhos,MG,Sudeste,0,1,0.7368,0.3179,76,0.9605
3114907,Casa Grande,MG,Sudeste,1,1,0.7941,0.3515,34,0.9706
3115003,Cascalho Rico,MG,Sudeste,1,1,0.6418,0.2587,67,0.8657
3115102,Cássia,MG,Sudeste,1,1,0.7003,0.3367,347,0.9366
3115201,Conceição da Barra de Minas,MG,Sudeste,1,1,0.6508,0.3192,63,0.9365
3115300,Cataguases,MG,Sudeste,1,2,0.4479,0.3444,998,0.8467
3115359,Catas Altas,MG,Sudeste,1,2,0.6442,0.3266,104,0.9135
3115409,Catas Altas da Noruega,MG,Sudeste,0,0,0.6471,0.2979,51,0.9216
3115458,Catuji,MG,Sudeste,0,0,0.5064,0.4196,235,0.9234
3115474,Catuti,MG,Sudeste,0,1,0.646,0.3471,113,0.9558
3115508,Caxambu,MG,Sudeste,1,2,0.6676,0.3827,373,0.8928
3115607,Cedro do Abaeté,MG,Sudeste,1,1,0.7647,0.3136,17,1.0
3115706,Central de Minas,MG,Sudeste,1,1,0.5878,0.3451,131,0.9466
3115805,Centralina,MG,Sudeste,1,2,0.8241,0.3391,216,0.9444
3115904,Chácara,MG,Sudeste,1,2,0.3263,0.3373,95,0.8316
3116001,Chalé,MG,Sudeste,0,1,0.6303,0.3251,119,0.9244
3116100,Chapada do Norte,MG,Sudeste,0,0,0.529,0.4218,155,0.9419
3116159,Chapada Gaúcha,MG,Sudeste,0,0,0.5439,0.4033,421,0.9097
3116209,Chiador,MG,Sudeste,1,1,0.6792,0.3008,106,0.8868
3116308,Cipotânea,MG,Sudeste,0,0,0.6984,0.3467,126,0.9365
3116407,Claraval,MG,Sudeste,1,1,0.7429,0.2953,140,0.9214
3116506,Claro dos Poções,MG,Sudeste,1,1,0.6735,0.3385,147,0.966
3116605,Cláudio,MG,Sudeste,1,2,0.6749,0.3742,689,0.9565
3116704,Coimbra,MG,Sudeste,1,2,0.7888,0.3504,161,0.9752
3116803,Coluna,MG,Sudeste,0,0,0.7564,0.4134,156,0.9615
3116902,Comendador Gomes,MG,Sudeste,1,2,0.5119,0.3356,84,0.9286
3117009,Comercinho,MG,Sudeste,0,0,0.6163,0.3934,86,0.9186
3117108,Conceição da Aparecida,MG,Sudeste,1,1,0.6585,0.2882,246,0.8902
3117207,Conceição das Pedras,MG,Sudeste,1,1,0.6508,0.3422,63,0.9683
3117306,Conceição das Alagoas,MG,Sudeste,1,2,0.5129,0.3884,696,0.8966
3117405,Conceição de Ipanema,MG,Sudeste,1,1,0.7297,0.3228,37,0.9189
3117504,Conceição do Mato Dentro,MG,Sudeste,0,1,0.5889,0.425,540,0.863
3117603,Conceição do Pará,MG,Sudeste,1,1,0.6609,0.2787,115,0.887
3117702,Conceição do Rio Verde,MG,Sudeste,1,1,0.8259,0.459,293,0.9659
3117801,Conceição dos Ouros,MG,Sudeste,1,2,0.6147,0.3234,231,0.8701
3117836,Cônego Marinho,MG,Sudeste,0,0,0.534,0.3072,103,0.9417
3117876,Confins,MG,Sudeste,1,2,0.4839,0.3094,186,0.8118
3117900,Congonhal,MG,Sudeste,1,2,0.7256,0.2949,266,0.9173
3118007,Congonhas,MG,Sudeste,1,2,0.5746,0.4126,1300,0.8831
3118106,Congonhas do Norte,MG,Sudeste,0,0,0.7,0.4028,80,0.9125
3118205,Conquista,MG,Sudeste,1,2,0.5455,0.3075,165,0.8
3118304,Conselheiro Lafaiete,MG,Sudeste,1,2,0.7017,0.4057,2839,0.9119
3118403,Conselheiro Pena,MG,Sudeste,1,1,0.5996,0.3621,467,0.9143
3118502,Consolação,MG,Sudeste,1,1,0.4722,0.2935,36,0.9444
3118601,Contagem,MG,Sudeste,1,2,0.5228,0.4806,11530,0.8295
3118700,Coqueiral,MG,Sudeste,1,1,0.6949,0.3756,177,0.8983
3118809,Coração de Jesus,MG,Sudeste,0,0,0.6881,0.3154,452,0.9004
3118908,Cordisburgo,MG,Sudeste,1,1,0.6641,0.3633,128,0.9297
3119005,Cordislândia,MG,Sudeste,1,1,0.5802,0.3435,81,0.9012
3119104,Corinto,MG,Sudeste,1,1,0.5979,0.4362,480,0.9417
3119203,Coroaci,MG,Sudeste,0,1,0.6116,0.3846,121,0.9256
3119302,Coromandel,MG,Sudeste,1,2,0.7002,0.3192,637,0.9309
3119401,Coronel Fabriciano,MG,Sudeste,1,2,0.4655,0.39,1755,0.841
3119500,Coronel Murta,MG,Sudeste,0,0,0.6908,0.3784,152,0.9671
3119609,Coronel Pacheco,MG,Sudeste,1,1,0.661,0.2701,59,0.8136
3119708,Coronel Xavier Chaves,MG,Sudeste,1,2,0.798,0.2872,99,0.9596
3119807,Córrego Danta,MG,Sudeste,1,1,0.7656,0.3528,64,0.9531
3119906,Córrego do Bom Jesus,MG,Sudeste,1,2,0.828,0.2926,93,0.9462
3119955,Córrego Fundo,MG,Sudeste,1,2,0.7578,0.2823,128,0.9375
3120003,Córrego Novo,MG,Sudeste,1,1,0.4932,0.3457,73,0.9041
3120102,Couto de Magalhães de Minas,MG,Sudeste,1,1,0.6526,0.3928,95,0.9789
3120151,Crisólita,MG,Sudeste,0,0,0.4511,0.3844,133,0.8947
3120201,Cristais,MG,Sudeste,1,1,0.75,0.3297,244,0.9672
3120300,Cristália,MG,Sudeste,0,0,0.3894,0.4104,113,0.9292
3120409,Cristiano Otoni,MG,Sudeste,1,1,0.7664,0.3563,107,0.9346
3120508,Cristina,MG,Sudeste,1,1,0.7101,0.3363,207,0.971
3120607,Crucilândia,MG,Sudeste,1,1,0.8214,0.3357,112,0.9554
3120706,Cruzeiro da Fortaleza,MG,Sudeste,1,2,0.6954,0.2959,151,0.9735
3120805,Cruzília,MG,Sudeste,1,2,0.7833,0.3857,300,0.9433
3120839,Cuparaque,MG,Sudeste,0,1,0.7117,0.3257,111,0.8649
3120870,Curral de Dentro,MG,Sudeste,0,0,0.7773,0.4041,220,0.9545
3120904,Curvelo,MG,Sudeste,1,2,0.6169,0.4454,1788,0.8887
3121001,Datas,MG,Sudeste,1,1,0.8303,0.3611,165,0.9818
3121100,Delfim Moreira,MG,Sudeste,1,1,0.7304,0.3566,115,0.9739
3121209,Delfinópolis,MG,Sudeste,1,1,0.6281,0.297,199,0.8492
3121258,Delta,MG,Sudeste,1,2,0.4237,0.385,262,0.8435
3121308,Descoberto,MG,Sudeste,1,1,0.5435,0.413,92,0.8478
3121407,Desterro de Entre Rios,MG,Sudeste,1,1,0.7287,0.3771,129,0.8992
3121506,Desterro do Melo,MG,Sudeste,1,1,0.7414,0.3103,58,0.8793
3121605,Diamantina,MG,Sudeste,1,1,0.6334,0.3805,1083,0.9381
3121704,Diogo de Vasconcelos,MG,Sudeste,0,1,0.7258,0.3663,62,0.9355
3121803,Dionísio,MG,Sudeste,1,2,0.7759,0.3463,116,0.9914
3121902,Divinésia,MG,Sudeste,1,1,0.5631,0.3608,103,0.9417
3122009,Divino,MG,Sudeste,0,1,0.5585,0.4186,419,0.9093
3122108,Divino das Laranjeiras,MG,Sudeste,1,1,0.625,0.3169,88,0.9205
3122207,Divinolândia de Minas,MG,Sudeste,1,1,0.7834,0.4056,157,0.9873
3122306,Divinópolis,MG,Sudeste,1,2,0.6823,0.3768,3670,0.9237
3122355,Divisa Alegre,MG,Sudeste,0,1,0.568,0.3987,206,0.9709
3122405,Divisa Nova,MG,Sudeste,1,1,0.6149,0.3169,161,0.9255
3122454,Divisópolis,MG,Sudeste,0,0,0.5435,0.4145,184,0.9348
3122470,Dom Bosco,MG,Sudeste,1,1,0.5783,0.265,83,0.9518
3122504,Dom Cavati,MG,Sudeste,1,1,0.6667,0.3585,108,0.9444
3122603,Dom Joaquim,MG,Sudeste,0,0,0.7143,0.3057,77,0.9481
3122702,Dom Silvério,MG,Sudeste,1,2,0.7172,0.3466,99,0.9293
3122801,Dom Viçoso,MG,Sudeste,1,1,0.8305,0.3112,59,0.9153
3122900,Dona Eusébia,MG,Sudeste,1,2,0.7092,0.3261,141,0.9291
3123007,Dores de Campos,MG,Sudeste,1,1,0.6736,0.415,193,0.9637
3123106,Dores de Guanhães,MG,Sudeste,1,1,0.5377,0.3804,106,0.9245
3123205,Dores do Indaiá,MG,Sudeste,1,2,0.7087,0.31,230,0.9304
3123304,Dores do Turvo,MG,Sudeste,1,1,0.757,0.2931,107,0.8879
3123403,Doresópolis,MG,Sudeste,1,2,0.5429,0.2751,35,0.9714
3123502,Douradoquara,MG,Sudeste,1,2,0.6944,0.1907,36,0.9444
3123528,Durandé,MG,Sudeste,0,1,0.6234,0.3425,154,0.9156
3123601,Elói Mendes,MG,Sudeste,1,1,0.5587,0.3891,537,0.8864
3123700,Engenheiro Caldas,MG,Sudeste,1,1,0.5594,0.4155,202,0.8713
3123809,Engenheiro Navarro,MG,Sudeste,1,1,0.6267,0.3511,150,0.9533
3123858,Entre Folhas,MG,Sudeste,1,1,0.75,0.3681,148,0.9459
3123908,Entre Rios de Minas,MG,Sudeste,1,1,0.8221,0.3658,281,0.9609
3124005,Ervália,MG,Sudeste,1,1,0.6023,0.4675,347,0.8617
3124104,Esmeraldas,MG,Sudeste,1,1,0.5194,0.5108,2243,0.8498
3124203,Espera Feliz,MG,Sudeste,1,1,0.587,0.3709,523,0.9044
3124302,Espinosa,MG,Sudeste,0,0,0.727,0.4095,630,0.9651
3124401,Espírito Santo do Dourado,MG,Sudeste,1,1,0.6131,0.2851,199,0.9196
3124500,Estiva,MG,Sudeste,1,1,0.6759,0.2883,216,0.9444
3124609,Estrela Dalva,MG,Sudeste,1,1,0.7609,0.2307,46,0.9783
3124708,Estrela do Indaiá,MG,Sudeste,1,1,0.8537,0.31,41,0.8537
3124807,Estrela do Sul,MG,Sudeste,1,1,0.6312,0.3153,141,0.9716
3124906,Eugenópolis,MG,Sudeste,1,1,0.516,0.3607,188,0.8085
3125002,Ewbank da Câmara,MG,Sudeste,1,1,0.4914,0.3886,116,0.9741
3125101,Extrema,MG,Sudeste,1,2,0.552,0.382,1643,0.8637
3125200,Fama,MG,Sudeste,1,1,0.7059,0.2627,51,0.8824
3125309,Faria Lemos,MG,Sudeste,1,1,0.2653,0.3097,49,0.8163
3125408,Felício dos Santos,MG,Sudeste,1,1,0.7704,0.3428,135,0.9556
3125507,São Gonçalo do Rio Preto,MG,Sudeste,1,1,0.7647,0.3372,68,0.9412
3125606,Felisburgo,MG,Sudeste,0,0,0.5795,0.3879,195,0.9282
3125705,Felixlândia,MG,Sudeste,1,1,0.6033,0.4285,242,0.9421
3125804,Fernandes Tourinho,MG,Sudeste,1,1,0.5263,0.3264,57,0.8947
3125903,Ferros,MG,Sudeste,0,0,0.8444,0.3394,135,0.963
3125952,Fervedouro,MG,Sudeste,0,1,0.5882,0.4496,272,0.8456
3126000,Florestal,MG,Sudeste,1,2,0.6807,0.339,166,0.9518
3126109,Formiga,MG,Sudeste,1,2,0.6876,0.3743,1085,0.8986
3126208,Formoso,MG,Sudeste,0,1,0.6426,0.4134,235,0.9447
3126307,Fortaleza de Minas,MG,Sudeste,1,1,0.4533,0.3547,75,0.6933
3126406,Fortuna de Minas,MG,Sudeste,1,2,0.6379,0.3165,58,0.8793
3126505,Francisco Badaró,MG,Sudeste,0,0,0.8372,0.3207,43,1.0
3126604,Francisco Dumont,MG,Sudeste,0,0,0.3286,0.3877,70,1.0
3126703,Francisco Sá,MG,Sudeste,0,1,0.398,0.3772,392,0.8903
3126752,Franciscópolis,MG,Sudeste,0,0,0.7449,0.4112,98,0.9286
3126802,Frei Gaspar,MG,Sudeste,0,0,0.5878,0.3659,148,0.9595
3126901,Frei Inocêncio,MG,Sudeste,1,1,0.5098,0.3385,204,0.8676
3126950,Frei Lagonegro,MG,Sudeste,0,0,0.725,0.2997,40,0.975
3127008,Fronteira,MG,Sudeste,1,2,0.5875,0.3961,337,0.9347
3127057,Fronteira dos Vales,MG,Sudeste,0,0,0.4421,0.3888,95,0.8316
3127073,Fruta de Leite,MG,Sudeste,0,0,0.4576,0.4051,118,0.8305
3127107,Frutal,MG,Sudeste,1,2,0.558,0.3933,1276,0.8832
3127206,Funilândia,MG,Sudeste,1,1,0.5556,0.382,126,0.873
3127305,Galiléia,MG,Sudeste,1,1,0.5097,0.356,155,0.8774
3127339,Gameleiras,MG,Sudeste,0,0,0.567,0.2653,97,0.9691
3127354,Glaucilândia,MG,Sudeste,0,1,0.6,0.2852,30,0.9333
3127370,Goiabeira,MG,Sudeste,1,1,0.7931,0.3363,58,0.9483
3127388,Goianá,MG,Sudeste,1,1,0.7101,0.2891,69,0.913
3127404,Gonçalves,MG,Sudeste,1,2,0.6635,0.2651,104,0.9519
3127503,Gonzaga,MG,Sudeste,0,0,0.6887,0.3618,106,0.9434
3127602,Gouveia,MG,Sudeste,1,1,0.8008,0.3703,261,0.954
3127701,Governador Valadares,MG,Sudeste,1,2,0.5601,0.4403,5117,0.8654
3127800,Grão Mogol,MG,Sudeste,0,0,0.711,0.4712,263,0.9163
3127909,Grupiara,MG,Sudeste,1,1,0.75,0.269,32,0.9062
3128006,Guanhães,MG,Sudeste,1,1,0.5864,0.4243,689,0.8911
3128105,Guapé,MG,Sudeste,1,1,0.6355,0.3494,321,0.9283
3128204,Guaraciaba,MG,Sudeste,0,1,0.6753,0.3226,154,0.9026
3128253,Guaraciama,MG,Sudeste,1,1,0.5156,0.3252,128,0.8594
3128303,Guaranésia,MG,Sudeste,1,2,0.6316,0.3344,418,0.945
3128402,Guarani,MG,Sudeste,1,2,0.7548,0.3752,155,0.9419
3128501,Guarará,MG,Sudeste,1,2,0.7324,0.3403,71,0.9155
3128600,Guarda-Mor,MG,Sudeste,1,1,0.5897,0.3517,156,0.8974
3128709,Guaxupé,MG,Sudeste,1,2,0.5581,0.3632,989,0.9161
3128808,Guidoval,MG,Sudeste,1,2,0.5646,0.3543,147,0.898
3128907,Guimarânia,MG,Sudeste,1,1,0.6796,0.3525,206,0.9175
3129004,Guiricema,MG,Sudeste,1,1,0.5755,0.3516,106,0.9434
3129103,Gurinhatã,MG,Sudeste,1,1,0.7624,0.263,101,0.9307
3129202,Heliodora,MG,Sudeste,1,2,0.5315,0.3696,143,0.8951
3129301,Iapu,MG,Sudeste,1,1,0.4858,0.4013,212,0.9434
3129400,Ibertioga,MG,Sudeste,1,1,0.8214,0.4175,112,0.9286
3129509,Ibiá,MG,Sudeste,1,1,0.5605,0.409,471,0.8535
3129608,Ibiaí,MG,Sudeste,0,0,0.6232,0.3887,138,0.942
3129657,Ibiracatu,MG,Sudeste,0,0,0.6045,0.3465,134,0.903
3129707,Ibiraci,MG,Sudeste,1,2,0.5681,0.3737,345,0.9101
3129806,Ibirité,MG,Sudeste,1,2,0.502,0.4906,4024,0.8372
3129905,Ibitiúra de Minas,MG,Sudeste,1,1,0.4937,0.3418,79,0.8608
3130002,Ibituruna,MG,Sudeste,1,1,0.6042,0.342,48,0.9167
3130051,Icaraí de Minas,MG,Sudeste,0,1,0.6347,0.405,219,0.9361
3130101,Igarapé,MG,Sudeste,1,2,0.5538,0.4369,1199,0.8624
3130200,Igaratinga,MG,Sudeste,1,1,0.6588,0.3741,255,0.8902
3130309,Iguatama,MG,Sudeste,1,2,0.8671,0.3291,143,0.9021
3130408,Ijaci,MG,Sudeste,1,2,0.6884,0.3782,138,0.8913
3130507,Ilicínea,MG,Sudeste,1,2,0.5377,0.409,292,0.911
3130556,Imbé de Minas,MG,Sudeste,0,0,0.6975,0.416,119,0.916
3130606,Inconfidentes,MG,Sudeste,1,1,0.7895,0.3386,114,0.9474
3130655,Indaiabira,MG,Sudeste,0,0,0.7103,0.3416,107,0.9907
3130705,Indianópolis,MG,Sudeste,1,1,0.4221,0.3437,154,0.8701
3130804,Ingaí,MG,Sudeste,1,2,0.6667,0.3204,48,0.9375
3130903,Inhapim,MG,Sudeste,0,1,0.7295,0.4118,292,0.9315
3131000,Inhaúma,MG,Sudeste,1,1,0.5797,0.3446,138,0.8841
3131109,Inimutaba,MG,Sudeste,1,1,0.5764,0.3784,144,0.9375
3131158,Ipaba,MG,Sudeste,1,1,0.7111,0.4336,398,0.9749
3131208,Ipanema,MG,Sudeste,1,1,0.7323,0.3674,437,0.9359
3131307,Ipatinga,MG,Sudeste,1,2,0.6419,0.3713,4616,0.8915
3131406,Ipiaçu,MG,Sudeste,1,2,0.7108,0.2416,83,0.9157
3131505,Ipuiúna,MG,Sudeste,1,1,0.5395,0.342,152,0.9211
3131604,Iraí de Minas,MG,Sudeste,1,2,0.6283,0.3371,113,0.9558
3131703,Itabira,MG,Sudeste,1,2,0.56,0.4064,2366,0.8821
3131802,Itabirinha,MG,Sudeste,0,1,0.6952,0.3595,210,0.9095
3131901,Itabirito,MG,Sudeste,1,2,0.6427,0.4047,1405,0.9253
3132008,Itacambira,MG,Sudeste,0,0,0.8,0.3533,50,0.92
3132107,Itacarambi,MG,Sudeste,1,1,0.5317,0.4201,363,0.9339
3132206,Itaguara,MG,Sudeste,1,1,0.6978,0.397,321,0.9595
3132305,Itaipé,MG,Sudeste,0,0,0.5321,0.4071,265,0.8528
3132404,Itajubá,MG,Sudeste,1,2,0.6169,0.3429,1582,0.885
3132503,Itamarandiba,MG,Sudeste,0,0,0.716,0.4273,743,0.9448
3132602,Itamarati de Minas,MG,Sudeste,1,2,0.5857,0.2627,70,0.9286
3132701,Itambacuri,MG,Sudeste,0,1,0.5043,0.4047,468,0.9316
3132800,Itambé do Mato Dentro,MG,Sudeste,1,1,0.6667,0.3329,36,0.8333
3132909,Itamogi,MG,Sudeste,1,1,0.6576,0.382,257,0.9455
3133006,Itamonte,MG,Sudeste,1,1,0.6695,0.3782,233,0.8755
3133105,Itanhandu,MG,Sudeste,1,2,0.7314,0.3224,242,0.9256
3133204,Itanhomi,MG,Sudeste,1,1,0.6167,0.3898,227,0.9163
3133303,Itaobim,MG,Sudeste,0,1,0.4886,0.4033,438,0.9041
3133402,Itapagipe,MG,Sudeste,1,2,0.6681,0.2994,235,0.9362
3133501,Itapecerica,MG,Sudeste,1,1,0.7461,0.3068,323,0.9195
3133600,Itapeva,MG,Sudeste,1,2,0.5303,0.3017,379,0.8813
3133709,Itatiaiuçu,MG,Sudeste,1,2,0.6622,0.3425,370,0.8595
3133758,Itaú de Minas,MG,Sudeste,1,2,0.8,0.2911,255,0.9765
3133808,Itaúna,MG,Sudeste,1,2,0.7067,0.3968,1531,0.9059
3133907,Itaverava,MG,Sudeste,0,1,0.8434,0.3309,83,0.9277
3134004,Itinga,MG,Sudeste,0,0,0.451,0.3804,286,0.9301
3134103,Itueta,MG,Sudeste,1,1,0.6233,0.3405,146,0.8493
3134202,Ituiutaba,MG,Sudeste,1,2,0.5816,0.3676,1967,0.9278
3134301,Itumirim,MG,Sudeste,1,1,0.672,0.3685,125,0.952
3134400,Iturama,MG,Sudeste,1,2,0.562,0.3664,815,0.8969
3134509,Itutinga,MG,Sudeste,1,2,0.5714,0.2647,77,0.8831
3134608,Jaboticatubas,MG,Sudeste,1,1,0.6529,0.3962,461,0.9089
3134707,Jacinto,MG,Sudeste,0,0,0.4529,0.4479,276,0.8768
3134806,Jacuí,MG,Sudeste,1,1,0.6963,0.4136,191,0.9005
3134905,Jacutinga,MG,Sudeste,1,2,0.6473,0.3589,533,0.9062
3135001,Jaguaraçu,MG,Sudeste,1,1,0.7037,0.318,54,0.963
3135050,Jaíba,MG,Sudeste,1,1,0.4881,0.3848,1176,0.9082
3135076,Jampruca,MG,Sudeste,0,0,0.4079,0.297,76,0.8289
3135100,Janaúba,MG,Sudeste,1,1,0.5814,0.4095,1591,0.9478
3135209,Januária,MG,Sudeste,0,0,0.44,0.3682,1566,0.9036
3135308,Japaraíba,MG,Sudeste,1,2,0.7143,0.3057,112,0.9375
3135357,Japonvar,MG,Sudeste,0,1,0.6308,0.3065,195,0.8718
3135407,Jeceaba,MG,Sudeste,1,1,0.75,0.3694,136,0.9485
3135456,Jenipapo de Minas,MG,Sudeste,0,0,0.58,0.271,100,0.94
3135506,Jequeri,MG,Sudeste,1,1,0.6763,0.4298,278,0.9209
3135605,Jequitaí,MG,Sudeste,0,1,0.5223,0.3266,157,0.9045
3135704,Jequitibá,MG,Sudeste,1,1,0.5285,0.3453,123,0.8862
3135803,Jequitinhonha,MG,Sudeste,0,0,0.5316,0.4071,395,0.9139
3135902,Jesuânia,MG,Sudeste,1,1,0.7305,0.3812,141,0.922
3136009,Joaíma,MG,Sudeste,0,0,0.5087,0.4343,287,0.9338
3136108,Joanésia,MG,Sudeste,0,1,0.8163,0.366,49,0.9184
3136207,João Monlevade,MG,Sudeste,1,2,0.7034,0.369,1450,0.9324
3136306,João Pinheiro,MG,Sudeste,1,1,0.6678,0.3846,1141,0.9387
3136405,Joaquim Felício,MG,Sudeste,1,1,0.5484,0.3307,93,0.8925
3136504,Jordânia,MG,Sudeste,0,1,0.5297,0.3716,202,0.8861
3136520,José Gonçalves de Minas,MG,Sudeste,0,1,0.4536,0.3459,97,0.7938
3136553,José Raydan,MG,Sudeste,0,1,0.75,0.3458,92,0.9565
3136579,Josenópolis,MG,Sudeste,0,0,0.8889,0.4312,63,0.9841
3136603,Nova União,MG,Sudeste,1,1,0.6205,0.3867,166,0.8976
3136652,Juatuba,MG,Sudeste,1,2,0.5265,0.4048,792,0.9003
3136702,Juiz de Fora,MG,Sudeste,1,2,0.4327,0.4339,8354,0.8268
3136801,Juramento,MG,Sudeste,0,1,0.5893,0.3275,56,0.9821
3136900,Juruaia,MG,Sudeste,1,2,0.7449,0.3166,294,0.9252
3136959,Juvenília,MG,Sudeste,0,0,0.3125,0.4074,128,0.7344
3137007,Ladainha,MG,Sudeste,0,0,0.3381,0.5102,210,0.8476
3137106,Lagamar,MG,Sudeste,1,1,0.6452,0.2769,93,0.8925
3137205,Lagoa da Prata,MG,Sudeste,1,2,0.701,0.349,1097,0.948
3137304,Lagoa dos Patos,MG,Sudeste,1,1,0.5,0.4111,78,0.9487
3137403,Lagoa Dourada,MG,Sudeste,1,1,0.7222,0.3803,252,0.9325
3137502,Lagoa Formosa,MG,Sudeste,1,2,0.6893,0.3158,428,0.9556
3137536,Lagoa Grande,MG,Sudeste,1,1,0.7655,0.3562,226,0.9602
3137601,Lagoa Santa,MG,Sudeste,1,2,0.5608,0.4088,1382,0.8307
3137700,Lajinha,MG,Sudeste,0,1,0.6325,0.4255,449,0.8886
3137809,Lambari,MG,Sudeste,1,1,0.6366,0.3539,410,0.9146
3137908,Lamim,MG,Sudeste,0,1,0.9643,0.2802,56,0.9821
3138005,Laranjal,MG,Sudeste,1,2,0.5545,0.3216,110,0.8909
3138104,Lassance,MG,Sudeste,0,0,0.6325,0.4256,117,0.9658
3138203,Lavras,MG,Sudeste,1,2,0.5623,0.3722,1853,0.8786
3138302,Leandro Ferreira,MG,Sudeste,1,1,0.7258,0.232,62,0.9839
3138351,Leme do Prado,MG,Sudeste,1,1,0.7143,0.292,98,0.9898
3138401,Leopoldina,MG,Sudeste,1,2,0.5653,0.3886,865,0.911
3138500,Liberdade,MG,Sudeste,1,1,0.5895,0.3676,95,0.9368
3138609,Lima Duarte,MG,Sudeste,1,1,0.523,0.3724,304,0.9013
3138625,Limeira do Oeste,MG,Sudeste,1,1,0.5806,0.3104,248,0.9274
3138658,Lontra,MG,Sudeste,1,1,0.6588,0.3912,211,0.9431
3138674,Luisburgo,MG,Sudeste,0,1,0.7987,0.3023,149,0.9463
3138682,Luislândia,MG,Sudeste,0,0,0.6822,0.3432,129,0.9845
3138708,Luminárias,MG,Sudeste,1,2,0.7706,0.3374,109,0.9817
3138807,Luz,MG,Sudeste,1,2,0.712,0.3246,316,0.9557
3138906,Machacalis,MG,Sudeste,1,1,0.6104,0.3177,154,0.9416
3139003,Machado,MG,Sudeste,1,2,0.733,0.3749,648,0.9398
3139102,Madre de Deus de Minas,MG,Sudeste,1,2,0.6372,0.3346,113,0.9115
3139201,Malacacheta,MG,Sudeste,0,1,0.6983,0.3353,401,0.9576
3139250,Mamonas,MG,Sudeste,0,0,0.5234,0.3527,128,0.9609
3139300,Manga,MG,Sudeste,0,0,0.3675,0.3846,419,0.8974
3139409,Manhuaçu,MG,Sudeste,1,1,0.6074,0.4122,2068,0.9014
3139508,Manhumirim,MG,Sudeste,1,2,0.6159,0.3506,466,0.8948
3139607,Mantena,MG,Sudeste,1,1,0.5595,0.3632,504,0.8909
3139706,Maravilhas,MG,Sudeste,1,1,0.6622,0.3631,148,0.8851
3139805,Mar de Espanha,MG,Sudeste,1,2,0.612,0.283,317,0.9243
3139904,Maria da Fé,MG,Sudeste,1,1,0.6797,0.3512,256,0.9375
3140001,Mariana,MG,Sudeste,1,2,0.5502,0.3903,1423,0.9009
3140100,Marilac,MG,Sudeste,1,1,0.5833,0.3693,108,0.9352
3140159,Mário Campos,MG,Sudeste,1,1,0.6233,0.3819,369,0.8699
3140209,Maripá de Minas,MG,Sudeste,1,2,0.6136,0.2777,88,0.9432
3140308,Marliéria,MG,Sudeste,1,1,0.6232,0.349,69,0.942
3140407,Marmelópolis,MG,Sudeste,0,1,0.7705,0.3421,61,0.9672
3140506,Martinho Campos,MG,Sudeste,1,1,0.6731,0.3568,309,0.9547
3140530,Martins Soares,MG,Sudeste,1,1,0.735,0.3853,200,0.915
3140555,Mata Verde,MG,Sudeste,1,1,0.6162,0.3812,198,0.9343
3140605,Materlândia,MG,Sudeste,0,0,0.3021,0.3544,96,0.9479
3140704,Mateus Leme,MG,Sudeste,1,1,0.5862,0.4379,957,0.8903
3140803,Matias Barbosa,MG,Sudeste,1,2,0.6,0.3686,260,0.8385
3140852,Matias Cardoso,MG,Sudeste,0,0,0.3034,0.424,267,0.8689
3140902,Matipó,MG,Sudeste,0,1,0.7311,0.4055,517,0.94
3141009,Mato Verde,MG,Sudeste,1,1,0.7193,0.3235,285,0.9509
3141108,Matozinhos,MG,Sudeste,1,2,0.5029,0.3811,877,0.894
3141207,Matutina,MG,Sudeste,1,1,0.8088,0.2825,68,0.8824
